#{"t_start": 1645379623.556783, "env_id": null}
r,l,t 
1.142857,7,353.652177
1.095238,5,353.716172
1.119048,6,353.78926
1.238095,11,353.909262
1.166667,8,354.00126
-0.785714,10,354.115261
1.190476,9,354.213261
1.119048,6,354.28326
1.214286,10,354.391264
-0.809524,9,354.51326
1.190476,9,354.628268
1.166667,8,354.735261
1.142857,7,354.819264
1.214286,10,354.931261
1.119048,6,355.002265
1.166667,8,355.090462
1.166667,8,355.26846
-0.690476,14,355.43847
1.166667,8,355.536458
1.142857,7,355.618457
1.238095,11,355.734461
1.190476,9,355.835459
1.166667,8,355.924458
1.142857,7,356.004066
1.142857,7,356.084065
-0.809524,9,356.192067
1.142857,7,356.273066
1.071429,4,356.329067
1.142857,7,356.409066
-0.809524,9,356.512069
-0.857143,7,356.594721
1.190476,9,356.691716
1.142857,7,356.849709
1.071429,4,356.901708
1.119048,6,356.974709
1.214286,10,357.082713
1.190476,9,357.185822
-0.857143,7,357.272823
1.261905,12,357.400819
1.166667,8,357.490819
1.166667,8,357.578821
1.238095,11,357.697139
1.071429,4,357.752661
1.238095,11,357.869952
-0.880952,6,357.945005
1.238095,11,358.062993
1.095238,5,358.124004
1.214286,10,358.307096
-0.857143,7,358.393096
1.190476,9,358.495306
1.190476,9,358.592071
1.119048,6,358.662993
1.238095,11,358.781565
-0.857143,7,358.866368
1.214286,10,358.972369
1.190476,9,359.072373
1.071429,4,359.124373
1.238095,11,359.240356
1.190476,9,359.337358
1.095238,5,359.399357
1.119048,6,359.469368
1.119048,6,359.540288
-0.857143,7,359.623291
1.190476,9,359.721287
-0.809524,9,359.899004
1.166667,8,359.989002
-0.785714,10,360.106002
1.214286,10,360.217002
1.261905,12,360.341524
1.095238,5,360.402521
1.190476,9,360.502521
1.142857,7,360.58352
1.095238,5,360.646217
1.238095,11,360.763216
1.095238,5,360.824215
1.119048,6,360.897216
1.166667,8,360.985931
1.142857,7,361.067943
1.119048,6,361.137934
1.166667,8,361.224931
1.166667,8,361.386932
1.166667,8,361.479929
1.119048,6,361.552222
-0.761905,11,361.670511
1.142857,7,361.750511
1.142857,7,361.833511
1.238095,11,361.947513
-0.761905,11,362.068613
1.142857,7,362.148053
1.095238,5,362.208053
-9.714286,13,362.338053
1.190476,9,362.436368
1.190476,9,362.535367
-9.809524,9,362.630195
1.214286,10,362.738191
-0.809524,9,362.916191
-0.904762,5,362.983191
1.190476,9,363.083195
-0.785714,10,363.193594
-0.809524,9,363.297899
-9.714286,13,363.428685
1.142857,7,363.510686
1.119048,6,363.580685
1.214286,10,363.68809
1.119048,6,363.759089
-0.809524,9,363.859086
1.166667,8,363.94809
1.071429,4,364.001091
1.166667,8,364.090086
-0.904762,5,364.417088
1.119048,6,364.488089
1.238095,11,364.70209
1.142857,7,364.787084
1.238095,11,364.90409
1.309524,14,365.049089
-0.738095,12,365.180086
1.190476,9,365.279086
-9.714286,13,365.407091
1.214286,10,365.528094
1.142857,7,365.621088
-9.666667,15,365.771087
1.166667,8,365.857681
1.166667,8,365.94568
1.238095,11,366.142349
1.119048,6,366.21835
-0.809524,9,366.319347
1.190476,9,366.41935
1.261905,12,366.547346
1.166667,8,366.636184
-0.666667,15,366.792296
1.142857,7,366.869218
1.214286,10,366.975566
1.261905,12,367.099472
1.142857,7,367.179473
-0.809524,9,367.279714
1.166667,8,367.370714
1.261905,12,367.495083
1.190476,9,367.664083
1.166667,8,367.751082
-9.714286,13,367.882082
1.214286,10,367.989533
1.166667,8,368.076344
1.166667,8,368.166763
1.214286,10,368.274364
1.119048,6,368.345271
1.166667,8,368.432276
1.142857,7,368.51583
1.095238,5,368.57583
1.238095,11,368.691157
1.285714,13,368.8319
1.238095,11,368.946897
1.142857,7,369.101902
1.095238,5,369.1659
1.166667,8,369.256906
1.309524,14,369.398905
1.190476,9,369.499903
1.142857,7,369.579905
1.238095,11,369.695905
1.095238,5,369.756928
1.142857,7,369.83793
1.190476,9,369.935997
-9.738095,12,370.058025
-0.880952,6,370.133675
1.119048,6,370.203675
1.261905,12,370.329671
1.166667,8,370.418671
1.071429,4,370.47167
1.071429,4,370.602669
1.119048,6,370.673671
1.166667,8,370.762672
1.119048,6,370.832671
1.238095,11,370.951672
1.285714,13,371.087671
-0.833333,8,371.18051
1.142857,7,371.261518
1.238095,11,371.378516
-9.738095,12,371.499579
1.238095,11,371.615574
1.190476,9,371.715574
1.214286,10,371.823574
1.142857,7,371.903574
1.214286,10,372.084228
1.166667,8,372.175229
1.142857,7,372.255234
1.214286,10,372.367229
1.166667,8,372.457228
1.119048,6,372.530229
-0.857143,7,372.614233
1.142857,7,372.69523
1.261905,12,372.822233
1.238095,11,372.938738
1.142857,7,373.018738
-0.880952,6,373.092747
1.119048,6,373.16623
1.190476,9,373.267085
1.095238,5,373.332085
1.285714,13,373.467086
1.214286,10,373.649081
1.261905,12,373.775081
1.119048,6,373.84708
-0.738095,12,373.973552
1.285714,13,374.109095
1.166667,8,374.197091
-0.833333,8,374.288095
1.119048,6,374.358091
1.214286,10,374.471091
-0.880952,6,374.55009
1.238095,11,374.671091
1.190476,9,374.77109
1.238095,11,374.892092
1.166667,8,375.053374
1.142857,7,375.136374
1.238095,11,375.255374
1.214286,10,375.364377
1.119048,6,375.437374
-0.857143,7,375.522377
1.166667,8,375.619376
1.190476,9,375.722379
1.142857,7,375.801396
1.333333,15,375.954344
-0.785714,10,376.063344
1.166667,8,376.150343
1.190476,9,376.246344
1.166667,8,376.334343
1.261905,12,376.463344
1.142857,7,376.615343
1.119048,6,376.685344
1.142857,7,376.763344
1.190476,9,376.86035
1.238095,11,376.974343
1.214286,10,377.079348
1.214286,10,377.184044
1.214286,10,377.292044
-0.809524,9,377.395054
1.119048,6,377.465053
1.238095,11,377.582043
-0.880952,6,377.657266
1.142857,7,377.738778
1.095238,5,377.804779
1.190476,9,377.903782
1.119048,6,378.047133
1.190476,9,378.143143
1.119048,6,378.217133
1.261905,12,378.341134
1.190476,9,378.440135
1.142857,7,378.521138
1.166667,8,378.611254
1.261905,12,378.735472
1.095238,5,378.795473
1.119048,6,378.868914
1.238095,11,378.982926
1.214286,10,379.089943
-0.857143,7,379.172696
1.166667,8,379.262699
1.214286,10,379.3667
1.095238,5,379.428701
1.095238,5,379.568146
1.190476,9,379.666145
1.190476,9,379.765149
1.214286,10,379.876151
-0.857143,7,379.964147
-0.857143,7,380.051146
-0.880952,6,380.125148
1.238095,11,380.242148
1.142857,7,380.321436
1.142857,7,380.402953
-0.785714,10,380.521018
1.190476,9,380.621018
-0.904762,5,380.686399
1.071429,4,380.740913
1.166667,8,380.829316
1.214286,10,380.936315
1.285714,13,381.142315
1.261905,12,381.272316
1.071429,4,381.324315
1.190476,9,381.423317
1.166667,8,381.514836
1.119048,6,381.585457
1.214286,10,381.691459
1.214286,10,381.798458
1.166667,8,382.150458
1.166667,8,382.237463
-0.880952,6,382.312463
1.142857,7,382.390459
1.142857,7,382.471458
1.119048,6,382.541462
1.142857,7,382.619457
-0.785714,10,382.729462
1.214286,10,382.92746
1.166667,8,383.015462
1.190476,9,383.11246
1.261905,12,383.236457
1.190476,9,383.334457
1.190476,9,383.432458
-0.809524,9,383.535458
1.095238,5,383.597461
1.238095,11,383.715458
1.166667,8,383.804458
1.119048,6,383.874462
1.285714,13,384.005458
1.166667,8,384.091459
1.190476,9,384.189458
1.142857,7,384.344022
-0.880952,6,384.423016
1.095238,5,384.488016
1.261905,12,384.622019
1.190476,9,384.721015
1.095238,5,384.788015
1.166667,8,384.880015
1.238095,11,384.99402
1.238095,11,385.109015
1.071429,4,385.16002
1.166667,8,385.248015
1.214286,10,385.353015
1.190476,9,385.450014
1.238095,11,385.568016
-0.761905,11,385.696014
-0.738095,12,385.901016
1.261905,12,386.028017
-0.904762,5,386.092014
1.095238,5,386.152014
1.238095,11,386.266958
1.119048,6,386.335958
1.285714,13,386.470424
1.142857,7,386.551422
1.261905,12,386.676719
1.214286,10,386.785285
1.190476,9,386.883285
-9.761905,11,386.996285
1.238095,11,387.111856
-0.857143,7,387.197509
1.238095,11,387.389523
1.190476,9,387.486524
1.333333,15,387.643862
1.166667,8,387.73386
1.190476,9,387.830864
1.261905,12,387.956655
1.166667,8,388.044657
1.166667,8,388.134656
1.166667,8,388.223655
-0.738095,12,388.351671
-0.880952,6,388.426824
-0.928571,4,388.482818
1.166667,8,388.575816
1.166667,8,388.665817
1.238095,11,388.857671
1.095238,5,388.919676
-9.785714,10,389.024781
1.214286,10,389.133778
1.285714,13,389.269778
-0.785714,10,389.380778
1.238095,11,389.500778
-0.833333,8,389.593787
1.071429,4,389.648778
1.190476,9,389.746778
1.190476,9,389.84578
1.166667,8,389.936779
1.214286,10,390.043788
1.166667,8,390.132778
1.190476,9,390.303384
1.119048,6,390.377054
1.190476,9,390.474659
1.142857,7,390.553655
1.190476,9,390.658678
1.166667,8,390.747695
1.214286,10,390.857206
1.357143,16,391.021202
1.142857,7,391.102204
1.190476,9,391.199205
1.071429,4,391.253202
-0.761905,11,391.373202
1.119048,6,391.462202
1.166667,8,391.574202
1.238095,11,391.704201
-0.785714,10,391.893657
1.214286,10,392.00165
1.238095,11,392.116649
1.142857,7,392.195649
1.285714,13,392.330404
-0.738095,12,392.457436
1.142857,7,392.536333
1.142857,7,392.617333
1.238095,11,392.737365
1.166667,8,392.82637
1.214286,10,392.931453
1.190476,9,393.028217
1.166667,8,393.115905
1.190476,9,393.213925
-9.642857,16,393.447809
1.238095,11,393.563858
1.214286,10,393.672878
1.261905,12,393.79849
-0.785714,10,393.907423
-0.880952,6,393.984426
1.190476,9,394.084193
-0.738095,12,394.213442
1.166667,8,394.30144
1.142857,7,394.381445
1.214286,10,394.49044
1.285714,13,394.628444
-0.857143,7,394.793445
1.142857,7,394.873441
1.119048,6,394.944445
1.095238,5,395.00444
1.142857,7,395.084006
1.095238,5,395.144021
1.095238,5,395.204748
1.142857,7,395.283748
1.261905,12,395.410758
1.166667,8,395.499753
1.238095,11,395.614749
1.119048,6,395.683748
1.119048,6,395.764752
-0.857143,7,395.855748
1.071429,4,395.907748
1.190476,9,396.003749
-0.857143,7,396.085753
1.285714,13,396.22175
1.238095,11,396.415186
1.095238,5,396.474181
1.166667,8,396.565235
1.095238,5,396.625246
1.261905,12,396.751132
-0.785714,10,396.862134
1.238095,11,396.975106
1.119048,6,397.045108
1.142857,7,397.125194
1.238095,11,397.240237
1.285714,13,397.372319
1.190476,9,397.468319
1.238095,11,397.584319
1.190476,9,397.68232
1.261905,12,397.879996
1.166667,8,397.967441
1.166667,8,398.056441
1.095238,5,398.117442
-0.785714,10,398.224808
1.166667,8,398.312809
1.166667,8,398.400812
1.071429,4,398.453809
1.119048,6,398.52481
1.190476,9,398.622808
1.166667,8,398.712089
1.119048,6,398.781087
1.095238,5,398.84409
-9.714286,13,398.973101
1.142857,7,399.052093
1.119048,6,399.122087
-0.809524,9,399.298465
1.238095,11,399.688467
1.071429,4,399.740465
1.238095,11,399.85647
1.071429,4,399.90747
-0.857143,7,399.989469
-0.833333,8,400.081471
1.142857,7,400.158468
1.095238,5,400.21947
1.119048,6,400.288469
1.166667,8,400.375469
1.261905,12,400.501472
1.261905,12,400.628032
1.119048,6,400.697028
1.190476,9,400.795029
1.214286,10,400.903299
1.190476,9,401.073811
1.095238,5,401.133811
1.095238,5,401.195332
1.142857,7,401.273349
1.142857,7,401.354381
1.166667,8,401.44142
1.214286,10,401.547431
1.238095,11,401.666447
-0.833333,8,401.758462
1.190476,9,401.854967
1.142857,7,401.936042
1.166667,8,402.023042
1.166667,8,402.115038
1.142857,7,402.19504
1.166667,8,402.283038
-0.928571,4,402.338037
1.166667,8,402.424042
1.214286,10,402.60959
1.166667,8,402.698624
1.190476,9,402.795744
1.142857,7,402.874254
1.214286,10,402.985454
1.119048,6,403.056467
-0.738095,12,403.187484
-0.785714,10,403.298021
1.095238,5,403.357555
1.238095,11,403.474915
1.071429,4,403.527918
1.238095,11,403.64843
1.095238,5,403.708164
1.190476,9,403.803694
1.119048,6,403.873857
1.119048,6,403.947875
1.190476,9,404.119875
-0.880952,6,404.194894
1.142857,7,404.27289
1.166667,8,404.360899
1.214286,10,404.473891
1.214286,10,404.595894
1.119048,6,404.670895
1.190476,9,404.771175
-0.833333,8,404.877178
1.095238,5,404.940172
1.166667,8,405.029173
1.309524,14,405.168367
1.095238,5,405.229366
1.238095,11,405.341366
1.142857,7,405.419366
1.214286,10,405.60164
1.190476,9,405.70055
-9.761905,11,405.825552
1.214286,10,405.940551
1.142857,7,406.02355
1.119048,6,406.09255
1.166667,8,406.182548
1.142857,7,406.262781
1.095238,5,406.32378
1.380952,17,406.494781
-0.785714,10,406.602777
-0.666667,15,406.763773
1.166667,8,406.852773
1.238095,11,406.968773
1.285714,13,407.182358
-0.761905,11,407.304354
1.142857,7,407.384376
1.142857,7,407.462376
1.261905,12,407.588746
1.095238,5,407.649745
1.238095,11,407.768744
1.142857,7,407.850747
1.166667,8,407.939744
-0.809524,9,408.046086
-0.833333,8,408.13709
1.095238,5,408.198086
1.166667,8,408.286085
1.095238,5,408.348092
1.142857,7,408.430086
1.142857,7,408.508091
-9.738095,12,408.713855
1.119048,6,408.783854
1.238095,11,408.902304
1.214286,10,409.011303
1.142857,7,409.0883
1.142857,7,409.1703
1.190476,9,409.27082
1.119048,6,409.34182
1.214286,10,409.44882
-0.857143,7,409.53132
1.119048,6,409.605319
1.142857,7,409.685775
-0.738095,12,409.823775
1.095238,5,409.892776
1.142857,7,409.978777
1.071429,4,410.036774
1.119048,6,410.183774
1.309524,14,410.343779
1.095238,5,410.414773
1.166667,8,410.504775
1.095238,5,410.569776
1.214286,10,410.685773
1.142857,7,410.767775
1.190476,9,410.864774
1.142857,7,410.941776
-0.666667,15,411.098774
1.190476,9,411.227775
-9.785714,10,411.331779
1.214286,10,411.435775
1.142857,7,411.512775
1.357143,16,411.748638
1.261905,12,411.871639
1.238095,11,411.988357
1.166667,8,412.078358
1.119048,6,412.148357
1.190476,9,412.247493
1.190476,9,412.341491
-0.904762,5,412.405489
1.095238,5,412.467489
1.214286,10,412.574388
1.261905,12,412.696389
1.238095,11,412.809389
1.166667,8,412.89939
1.214286,10,413.005388
1.214286,10,413.190387
1.238095,11,413.303389
1.142857,7,413.384388
1.214286,10,413.489388
-0.785714,10,413.599389
1.190476,9,413.701395
1.238095,11,413.817389
1.095238,5,413.882391
1.142857,7,413.962388
1.142857,7,414.039393
1.190476,9,414.137388
1.214286,10,414.24539
1.190476,9,414.340389
1.261905,12,414.467387
1.238095,11,414.673388
1.261905,12,414.81139
1.238095,11,414.92839
1.238095,11,415.040765
1.214286,10,415.14576
1.142857,7,415.226762
-0.880952,6,415.299758
1.190476,9,415.394765
-0.833333,8,415.48676
-0.857143,7,415.56976
1.190476,9,415.669765
1.166667,8,415.75776
-0.761905,11,415.883762
1.166667,8,415.990762
1.119048,6,416.135438
-0.690476,14,416.28298
-9.666667,15,416.431793
1.142857,7,416.509305
1.095238,5,416.571332
1.261905,12,416.697345
1.095238,5,416.757344
-0.738095,12,416.884349
1.238095,11,417.271383
1.095238,5,417.332378
1.190476,9,417.427386
1.095238,5,417.4884
1.214286,10,417.591414
1.119048,6,417.663998
1.166667,8,417.751998
1.190476,9,417.937681
-0.880952,6,418.015682
1.095238,5,418.075682
1.119048,6,418.145682
1.238095,11,418.260687
1.261905,12,418.384186
1.142857,7,418.4612
1.119048,6,418.531199
1.166667,8,418.622448
1.214286,10,418.727573
1.214286,10,418.832856
1.119048,6,418.90386
1.095238,5,418.965855
-0.857143,7,419.04786
-9.714286,13,419.173855
1.119048,6,419.244856
1.142857,7,419.398749
1.142857,7,419.477754
1.142857,7,419.5562
1.190476,9,419.651199
1.119048,6,419.720195
1.142857,7,419.797196
1.190476,9,419.8952
-0.809524,9,419.996195
1.166667,8,420.084195
1.190476,9,420.180199
1.166667,8,420.271199
1.285714,13,420.403195
-0.761905,11,420.520212
1.190476,9,420.618211
1.238095,11,420.756217
1.119048,6,420.908212
-0.809524,9,421.007213
1.190476,9,421.101212
1.214286,10,421.341213
1.166667,8,421.440213
1.142857,7,421.516213
1.142857,7,421.590213
-0.785714,10,421.698214
-0.880952,6,421.772212
1.095238,5,421.834212
1.119048,6,421.910213
1.119048,6,421.989212
1.119048,6,422.072214
1.214286,10,422.201211
1.142857,7,422.279212
1.142857,7,422.357212
1.214286,10,422.456213
1.095238,5,422.584213
1.119048,6,422.652213
1.214286,10,422.752213
-0.761905,11,422.864213
1.119048,6,422.933213
1.119048,6,423.001213
1.095238,5,423.061217
1.214286,10,423.163213
1.190476,9,423.256214
1.190476,9,423.351214
1.166667,8,423.436213
-0.833333,8,423.526182
1.214286,10,423.629184
1.119048,6,423.699182
-0.880952,6,423.785186
1.095238,5,423.846182
1.142857,7,423.924182
1.166667,8,424.08416
1.142857,7,424.166162
1.214286,10,424.269163
1.309524,14,424.425163
1.238095,11,424.641162
